25 100
20
1 30
2 4141 20137260
3 76070762 9838
3 2285932 1880
2 7260 76071488
2 7572 2283086
2 6649 20184129
3 65234499 -1
2 938 43775938
2 171 43824080
2 4829 38497398
2 3132 38546552
3 27341669 9996
2 8089 27342441
2 311 69748667
2 5936 69792996
3 11823811 9273
2 8679 11824108
2 7748 79711609
2 8620 86984131
2 7847 66713409
3 35264146 -1
2 8748 86936081
2 4331 46266026
2 2828 46217853
2 7722 36208920
2 3938 36163109
2 1969 70580591
2 8499 70528467
2 7887 73943985
2 7691 73991222
2 3249 75320260
3 55756437 4696
3 35066729 -1
2 4497 55755453
2 5301 75366355
2 152 6416274
2 7695 18672137
2 4646 18720834
2 1972 6366313
2 37027944 -1
3 74845642 7210
3 51900827 4694
2 9360 51898494
2 9825 74844334
2 7860 17498949
2 473 17551584
2 1300 67015397
2 2985 67062366
2 4899 72331813
3 91657601 -1
2 1993 52658271
2 4848 52705219
2 8470 72283029
2 8447 28292335
2 4779 27220780
3 36867481 4919
2 3676 36868103
2 4017 28245710
2 6421 27172669
2 86 46068305
2 3266 46019834
2 5968 15842067
3 11028863 8577
3 31256581 -1
3 16454139 6156
3 97856193 -1
2 1998 11031455
2 308 16457063
2 4449 15889662
2 4403 78882724
2 872 78837542
2 2473 39139193
2 9048 39087233
2 5516 24971962
3 76953221 3702
3 59077510 5374
2 4786 59076944
3 36964956 4810
2 9018 36962852
2 8662 76950701
3 20653235 -1
2 8586 32542149
2 2992 32594233
2 5443 50802993
2 7809 50848555
2 9418 4365987
2 1252 4321191
2 853 22140011
2 4604 74969683
2 3978 22091104
3 7417478 2923
2 7042 7414807
2 8902 74920112
3 3813051 -1
2 4195 31816065
2 7164 31766541
2 3332 70723881
3 12888507 1311
2 5456 12888155
2 558 70772836
2 2891 70919555
2 8555 70965100
2 2048 86890154
3 13765594 5120
2 3141 13767553
3 29107052 -1
2 906 86843867
2 9736 64862345
2 82 64914281
2 4693 4464554
2 4533 4415718
3 84003844 5751
2 25 84006707
2 9606 98561967
2 6312 98610665
2 1346 81713155
3 6588051 6150
2 3308 6589472
2 7699 81663021
2 9524 31470099
2 1893 31425060
2 770 88457924
2 6488 84836473
2 9243 84787956
2 7010 8615831
2 1334 8667266
3 16793866 9999
2 9158 16790976
2 8738 88696575
2 5431 88748116
2 2956 34891639
3 96236658 9952
2 384 96241442
2 4271 96215915
2 2443 96263996
2 1569 34940256
3 94099645 -1
2 2910 55931809
3 29980061 5351
2 1830 29980324
2 9914 55880464
2 5196 41869212
2 4501 41822164
2 3327 16329552
3 89308415 -1
2 5793 16375840
2 2569 33177557
2 6704 75025044
2 4787 75073736
2 287 33131030
2 5666 16720426
2 9615 24041651
3 94483889 6450
3 70305431 7089
2 5354 70306892
2 797 94486716
2 3055 24094097
2 2957 76588138
3 34137781 -1
2 9921 76632775
2 2868 9250456
2 9721 50944106
2 2877 50900593
2 2475 83809413
2 1281 83857490
2 4118 36112327
2 2044 34254374
3 17284482 -1
3 63957013 8459
2 5615 63959367
2 5769 36064445
3 78954027 7955
2 1066 78957471
2 3672 34204712
2 1963 70282678
2 1045 70334955
2 4709 53438940
2 9713 53484870
2 2015 28540221
3 35700420 -1
2 78750254 -1
2 5621 28585298
2 2873 49486217
3 49757822 -1
2 9881 49533711
3 66597957 -1
2 4742 63056545
3 66987606 5017
3 78662287 9836
2 6422 78663994
3 40770574 -1
2 494 66978668
2 8539 63005376
2 4416 11489674
2 1448 11443570
2 8516 57585453
2 1282 57540769
2 1142 28150960
3 22697123 4906
2 1062 22699045
2 3809 28198893
2 8523 62957052
2 5036 62909519
2 4920 25805444
2 636 25855377
2 7727 71598774
2 5151 71647572
3 7909598 -1
2 4891 26635861
2 9904 26585752
2 1802 65939475
2 3146 65986885
2 2679 52608170
3 30658301 9481
2 2537 30662874
2 2826 30687391
2 9138 30634912
3 482536 2336
2 5974 480717
2 7524 52556903
3 58388132 9758
3 99512980 3322
2 707 58393051
2 9095 99508750
2 7981 58365477
2 308 58417187
2 6420 69595279
2 1745 69551010
2 9259 40888022
2 6343 40843083
2 6128 21945042
2 1368 21898182
2 5761 61152485
2 7546 61198852
2 5011 21403126
2 6290 21450324
2 7192 78978106
2 8768 78929922
2 8991 34346794
2 5481 34299497
3 89992603 3904
2 5668 89991721
3 89549809 4008
2 185 89551720
2 4329 65842530
2 627 65892806
2 8904 51777690
2 7908 51826885
2 2552 52801571
2 768 52754380
2 8363 42014177
3 12055008 9296
2 8353 12055480
2 6324 42061504
3 16652076 -1
3 86519082 7546
3 62306701 -1
3 79493516 -1
2 978 86523252
2 8572 86543679
2 9792 86494621
2 643 76830194
2 6806 76780162
2 8773 48802700
2 761 58905336
2 9683 58949769
3 21581948 -1
2 6990 29369352
2 4439 29320445
2 9776 64083274
2 7787 88649798
2 2643 88602583
2 8404 54024665
3 8350987 -1
2 2787 54076099
2 6264 37862478
3 91944262 3845
3 42919693 3287
2 2783 42919945
2 3588 91944391
2 8048 59686150
2 8452 59732601
2 6466 37815135
2 7533 28491001
2 9437 28443620
2 9571 71500551
2 8097 71548990
2 9548 6906784
2 4171 6956105
3 74307833 5784
3 36137649 3977
2 3200 74307994
2 5823 36136865
3 73295833 -1
2 4443 7343805
2 7451 49581462
3 18158703 7327
2 9421 18156306
2 4930 25950238
3 57758874 8356
3 19036710 8070
2 5665 19036718
3 26170157 7181
2 913 26174223
2 868 57762618
3 51753949 5044
2 3370 51743309
2 345 26150742
2 3893 26196497
2 2816 86742673
3 60199241 8968
2 6906 60200272
2 6957 86789833
2 9593 25899888
2 9058 55245635
2 915 55201149
2 4625 94800895
2 413 94754499
2 3698 43723946
2 7843 43673354
2 2941 5731379
2 5299 5681686
2 2593 53343256
2 4615 53390989
2 6448 80050442
3 7954721 3978
2 1513 7955953
2 507 7980390
2 8854 7928348
2 213 80006433
3 59375034 -1
2 2495 13055314
2 6179 26783058
2 3848 26832493
2 1755 82640434
2 867 82690804
2 4252 78000076
2 5491 77952426
2 7297 44457223
2 7087 44505416
2 1567 14911245
2 9659 14860766
3 19280631 8969
2 352 19284940
2 2953 18817881
2 2068 18771250
3 85016999 -1
3 34434857 -1
3 6052107 -1
2 4843 16672694
2 849 16626885
2 9797 28879625
2 4225 28832383
2 4455 19987598
2 9700 19938808
2 1828 85427997
2 5640 8417385
2 6001 8466840
2 9725 49238938
2 8324 49286786
3 99508750 9095
2 6581 99510007
2 5049 89040103
2 5853 88992656
2 5609 91435228
2 7951 91482207
3 69792996 5936
3 58586515 5833
2 2011 58588223
2 7885 69792022
2 6825 11005022
2 4797 11054075
2 7291 7536496
2 2723 7588027
2 2269 60471069
2 2116 60518218
2 7759 47823560
2 2015 19260917
2 6921 19304847
2 9819 47774482
2 8136 83613768
3 53277331 -1
2 9264 83661768
2 6188 65107573
2 5152 65061838
2 3571 13646828
2 6747 13597188
2 6800 6071713
2 8591 27707847
3 35891354 7473
2 6869 35891656
3 61080900 6205
2 9246 61079380
2 3630 27661289
2 8853 42941297
2 6025 42893937
2 2827 25220931
2 995 25269241
2 2359 18866126
3 36523076 9978
2 600 36528281
3 77782663 -1
2 9115 36548897
2 9618 36498899
2 5217 18914247
3 73247186 8663
2 5438 73248631
3 66812552 6042
2 2923 66816218
3 74649664 8696
2 6348 74650838
2 1097 40358145
2 5760 40404776
2 3636 31521138
2 4717 29954975
2 6812 30001738
2 1519 25758823
2 7172 25707864
2 7430 60321109
3 28271139 1999
2 489 60274964
3 49120321 5654
2 294 49122977
2 5623 80589356
2 2907 80637287
2 132 15355486
2 2991 15400123
2 9639 9150689
2 5146 9201764
3 34769218 3632
3 93359859 5043
2 6902 93359707
2 1601 34769623
2 2189 14714644
3 20355914 4121
2 7298 20354326
3 10008139 -1
2 876 14668879
2 1580 79810380
2 9845 79758913
2 9199 44013476
3 1838122 9781
3 6447378 -1
3 53611152 6062
2 5654 53611548
2 1089 1842468
2 1861 43969297
2 9199 63788234
2 931 63841265
2 1527 98364587
2 2051 98412870
2 2626 82786659
2 5286 82735167
2 1581 8812243
2 5840 82247471
3 24652498 7711
2 6480 24653113
2 3575 82298720
3 35841227 6881
2 9012 35839220
2 272 7688262
3 68798432 -1
2 8043 7635212
2 3759 17843327
2 6741 17795244
2 997 48413994
2 1616 48366054
2 9105 7147392
2 8547 76728502
3 44974596 -1
2 2414 76684172
2 1642 99441566
2 4453 41232667
3 16411591 -1
2 3920 41280417
2 2918 96659144
2 6944 6710146
3 61520887 -1
2 8324 6662207
2 3670 16133915
2 2329 16183126
2 3789 81473010
2 6365 81519958
3 94487513 -1
2 3306 87821746
2 1018 87869191
3 83590801 4021
2 7840 83577369
2 9938 7001513
3 63246939 8214
2 8230 63246931
2 1093 86351703
2 9182 86394944
3 61909064 7564
3 48053407 -1
2 1531 61912969
2 4691 49143822
2 5648 49097256
2 9050 9002562
2 3437 9053800
3 9253324 -1
3 71500551 9571
2 1767 71504453
3 26635861 4891
3 44284431 6974
3 26857476 1008
2 6132 44283746
2 4718 26866293
2 7472 26634570
2 1309 91581686
2 243 91533798
2 476 82396720
2 9849 82341834
3 27291912 5382
2 4251 27292864
2 5355 23993557
3 30561934 4683
3 33246795 9890
2 7721 33249012
3 33249012 7721
2 6998 33249374
3 25929611 -1
3 81879670 9750
2 340 81884375
2 3002 30563149
2 9509 23942848
2 6953 54416218
2 8881 54463078
2 3646 58611292
2 9038 58560823
2 3836 50506954
2 773 50556307
2 7705 35427669
2 7826 35380996
2 7373 29513786
2 9513 29562160
2 7095 88939002
2 2565 88893924
2 840 40793025
3 8934599 5910
3 9371610 1732
2 1038 8935895
3 4347340 -1
3 62786433 6436
2 8601 62784264
2 2097 9370691
2 1789 8959294
2 7325 8908977
2 7876 61786551
2 4606 61741360
2 7385 70674755
2 571 70628153
2 2147 34793018
2 1623 34745944
2 2066 29907798
2 5746 85225829
2 9326 85178232
2 6628 98217412
2 408 98171568
2 1880 82593936
2 9238 82542253
2 2571 61496103
3 58297509 -1
2 3843 61449416
3 64862345 9736
2 7967 64863229
3 72602620 4963
2 7098 72601553
2 7421 80295483
3 69424368 8235
3 84135181 -1
2 3541 69427137
2 5603 80345464
2 8243 85470950
3 30690217 -1
2 3232 85523771
3 68748118 -1
2 124 13254682
3 86642033 7805
2 2183 86644844
2 6451 13204476
2 5736 24823865
2 1971 76243140
2 5498 76194496
2 3444 81905811
3 63163719 8044
3 7414807 7042
2 8915 7413870
2 755 63168013
3 18113976 -1
2 4210 52945521
2 3715 81859699
2 9587 5098655
2 4014 5149796
3 96263996 2443
2 92 96265171
2 6199 22627226
2 1549 22579066
3 19865173 9996
2 107 19870117
2 5320 19891038
2 3861 19844713
2 8851 79857071
2 8545 24383345
3 68224498 -1
2 1033 24339218
3 27929757 8769
2 8243 27931624
2 4786 52847417
2 4370 52897273
2 2963 93431861
2 4904 64477489
2 4519 64526236
2 4447 84886226
2 49 84936627
2 3253 96022793
2 1293 96070778
2 1936 5341954
2 4532 5294073
2 4004 57293878
2 7800 57245199
2 7516 29415705
3 29909864 -1
2 1507 29469598
2 3236 36843709
2 9603 36889753
2 32231786 -1
2 4897 68866759
2 2392 68915465
2 9560 89867033
3 20749520 3047
2 5870 20748108
2 2995 89918618
2 7199 94460348
2 9595 94505483
2 7131 14960878
2 5525 15008677
2 2306 6319702
2 8737 6266089
2 7948 14320419
2 6837 14275330
2 7866 71941903
2 3561 71894590
2 91495389 -1
2 7119 22870240
2 8840 22917770
2 6132 20964104
2 5980 20917108
3 15722789 -1
3 64502738 2961
2 2344 77414139
2 3570 77366077
2 4011 54708981
2 8161 54756124
2 7943 93626838
2 7379 93579377
3 70528467 8499
2 7399 70529017
2 6982 16476616
2 9457 16429598
2 163 72385880
3 59686150 8048
3 20306662 4554
3 42720985 6871
2 9903 42719469
3 99609810 6305
3 98537172 6262
2 1790 99611708
3 86742673 2816
2 6052 20305743
2 7618 98525026
3 9150689 9639
2 6178 59687085
2 2321 86742921
2 1611 9154703
2 9349 72429668
3 7635212 8043
2 8653 7634907
2 7863 46601425
2 405 31129117
2 8062 31077606
3 8761951 7264
2 873 8765146
2 6930 64571315
2 5858 77753980
2 2353 77804208
3 72160413 9258
2 3074 72161664
3 77219517 8011
2 9210 77218918
2 1173 72187225
2 6227 72135477
2 1425 3114287
2 8047 3156917
2 4696 21016638
2 8693 21061770
3 50829092 -1
2 8470 74723698
3 90041480 2336
3 91992861 7830
3 95411626 6884
2 2349 91994882
2 5693 95412723
2 6256 90039192
2 873 92020246
3 10632416 9261
2 4778 10635157
3 54024665 8404
3 80295483 7421
2 4838 91969011
2 7713 54025010
3 22314435 -1
2 1485 80298451
3 31766541 7164
3 90674806 6735
2 2166 90677091
2 6620 31766813
2 8686 74772782
2 1799 35771492
2 3619 91334438
2 9964 91378445
2 4757 12617287
2 7749 12664321
2 8743 57344078
2 8774 57390979
2 1021 13792893
2 6839 13741424
2 3242 61541972
2 5598 61589983
2 3788 37523043
2 8985 37570278
2 8245 13837859
2 8667 8172586
2 5047 12371190
2 6153 12322647
2 2620 83030914
2 1255 83082167
2 9541 11296613
3 16439055 -1
2 6525 17452564
2 4771 11250364
2 8930 17400946
2 8545 23798861
2 4399 23751092
2 2386 17600128
2 4017 17648692
2 6601 61886988
2 1085 61936637
2 8330 71253859
3 92821340 7317
3 63788234 9199
2 7041 92821478
2 6130 63789768
2 4881 66135845
2 7572 66182241
2 7943 71208389
2 3190 72822746
2 3180 72774120
2 426 76293734
3 79786789 1427
2 3612 76339325
3 84836473 6488
2 6608 84836413
3 60443543 5641
2 4319 60433394
3 49238938 9725
3 59895698 7181
3 16355450 -1
2 4770 59896903
2 1783 49242909
2 3454 19598153
2 3083 19552256
2 3116 34697942
2 9180 81223276
2 9506 27265448
2 4830 27317363
2 3633 81179282
3 14320419 7948
2 3004 14322891
2 4426 11395981
2 7421 9782259
3 21430303 -1
2 3003 9829905
2 1507 11348744
3 13715086 7048
2 6158 13703446
3 76169859 4568
3 50802993 5443
2 4459 76158875
2 1854 50804787
2 9045 27562885
2 880 27616704
2 5747 4167274
2 3677 24730653
2 5744 24776118
2 2472 92506733
2 925 92554958
2 2788 22434418
2 8637 22380163
2 562 22482100
2 5108 22530701
2 7894 33028092
2 8525 33076782
2 1485 94848732
3 61937722 -1
2 2964 94897447
3 81256263 -1
2 4389 95143474
2 6169 95190515
2 4441 97096570
2 2452 97143595
2 2365 30247462
2 8531 30196672
3 18720834 4646
2 6304 18720005
2 2111 8857554
2 9895 85765039
2 6264 85814755
2 9409 52360685
2 3787 52413466
3 53882696 -1
2 9342 4900494
2 1207 4951642
2 4173 39185131
2 6245 39234360
2 5921 66916452
2 5414 57737328
2 5627 57783255
2 8210 7291717
2 2402 27371903
2 2089 80789957
2 9369 80832118
3 18109873 4103
2 77206635 -1
3 6736524 6106
2 8442 18106505
2 710 6751288
3 10496471 -1
2 7396 56807043
2 9168 72867404
3 90773562 9925
3 65182069 5331
2 6617 65181426
2 1687 90777681
2 6299 72918283
3 42330205 9059
3 91378445 9964
2 4381 42332544
3 12322647 6153
3 4900494 9342
2 5449 91380703
3 47380237 -1
2 4520 12323463
2 659 4904836
2 8381 56757685
2 9056 8321159
2 7649 8369723
2 1341 75564483
2 7307 54515519
2 7384 57099394
2 6012 57049786
2 3908 94996544
2 3488 94950349
2 4599 39033594
2 4538 38986208
2 3169 19500640
2 3 19455972
2 8794 31274726
2 7809 31323652
2 4020 88309336
2 2387 36400984
2 6551 36353752
2 5992 56511786
2 4231 23505221
2 2250 56467914
3 46435144 7871
2 5677 46436241
2 4271 23459258
3 18914247 5217
3 34964339 2316
2 367 34976163
3 31323652 7809
2 9005 18912353
2 5157 31324978
2 3176 39432444
2 840 39386618
3 69575302 -1
2 7396 86594537
2 5835 87674187
2 5502 87625270
2 7106 5922862
2 5034 5875834
2 7360 99632339
2 2827 99587773
3 84836413 6608
3 13277573 5641
2 5680 13287299
2 8762 84835336
2 6887 96998221
2 4634 97046317
2 4852 89375594
2 2766 89426354
2 7310 42403070
2 7031 42454212
2 3301 83761991
2 3241 83712437
3 86767174 3045
3 21483232 -1
3 16652076 -1
2 1729 70233228
3 1399886 -1
3 41156304 9630
2 6564 41157837
2 2822 97631927
3 6835691 1464
2 6734 6832567
2 7585 97583942
2 6552 24138133
2 2364 24190953
2 5805 44065876
3 12055480 8353
2 1132 12059090
3 50386227 7495
2 168 50389709
2 583 50365881
2 617 50413104
2 2499 12082089
2 6313 12032817
2 7465 44112549
2 9437 64325370
2 3572 64281172
2 2593 7491903
2 5505 36598712
2 5160 65449876
3 41211980 -1
2 7729 77562422
2 2768 77612360
2 5459 57636296
2 8379 57681085
2 8469 52018337
2 3312 51971788
2 8411 18428410
2 2474 18380203
2 2379 73410353
2 1060 73366013
2 4141 83905084
2 215 64380790
2 4584 64425811
3 78227002 -1
3 4779015 4445
3 30028134 8644
3 78929922 8768
2 6168 4778391
3 36962852 9018
2 5700 36964511
2 4425 30041812
2 8308 78930152
2 4858 37085758
2 8451 37036744
2 3530 62228506
2 6338 62274830
3 35839220 9012
2 7413 35840019
2 908 77320556
2 6055 77267122
2 1800 69403788
2 6622 69449816
3 80076733 5543
2 4756 80088720
2 9313 72086485
2 1009 78203776
2 6757 15695707
2 5529 91919185
2 5109 57002187
3 30271254 5069
2 726 30283909
2 416 56954479
3 1176127 2157
2 5608 1175643
3 89502806 4660
2 6259 89501956
2 2215 58075345
2 893 58029805
2 2518 44164991
2 6812 49825691
3 68445941 4425
3 63864677 1202
2 3434 63873536
2 7998 68444154
3 63614757 9795
2 7892 63615709
2 849 49875802
2 6329 22966215
2 4401 23016225
2 7849 36649238
2 1080 36698686
3 23970486 2865
2 2103 36794406
3 60595815 -1
2 8391 10658156
2 7415 36744918
2 455 10612513
3 30121433 8378
3 84181663 -1
3 95418416 -1
3 8397172 -1
2 8955 30121144
2 583 60617936
2 5283 60565502
2 4165 82934129
2 4896 82982110
3 66544185 9913
2 892 66548695
2 9688 66568150
2 16 66525280
2 5838 89327906
2 8494 89276653
2 778 55153740
3 32078705 9067
2 3080 32081699
2 2194 32057731
2 6490 32104404
3 46068391 -1
2 7368 55100525
2 7861 79320734
2 8201 79369891
2 3221 17208717
3 17717829 7411
2 4372 17719349
3 23702436 6849
2 1472 23705124
2 4311 17694601
2 9233 17741696
3 18890298 3565
2 2618 17260178
2 1438 17990238
2 8626 18035402
3 74354909 9807
2 1584 74357809
2 1971 74381715
2 9280 74329861
3 38234799 -1
2 7601 62130118
3 69908744 -1
2 6819 62178347
2 9868 63932040
2 608 63987070
2 7015 85664520
3 38431012 -1
2 6407 85712307
2 4902 31912997
2 8577 28392188
2 6316 31864509
3 51165424 9568
2 3864 51168700
2 6767 51142437
2 5270 51192808
2 3353 26683998
2 4967 26732412
2 5250 28345988
2 2367 66670102
2 2221 66619237
2 4885 49436550
2 190 73702930
3 37645402 -1
2 7437 73649692
2 9590 98262225
3 68258437 -1
2 6538 98313420
2 7124 81566829
2 98 81619624
3 12793965 -1
2 3200 75120643
3 7147392 9105
2 4664 7149613
2 6140 75168728
2 223 11988242
2 1841 11936649
3 97904182 -1
2 7408 96752246
2 7186 96704006
2 4963 66036377
2 4473 66086379
2 7251 57145344
2 4997 57197144
3 46341058 -1
3 10732565 5918
3 62549226 -1
2 1565 10733746
2 1726 65598278
3 43067847 -1
2 7809 9686554
3 93366609 -1
2 4114 9736293
2 4964 80734962
2 2643 80689885
2 4633 32498114
2 7524 32445337
2 8273 65743553
2 7229 65790415
2 3607 88795007
3 66888482 8344
2 1310 66884694
2 7556 88844829
2 1780 60962257
2 6141 61006483
2 665 60713551
2 626 60663355
3 60663981 -1
2 9679 95385539
3 24454791 8163
2 3709 24457018
2 2269 95439626
2 5347 14129241
3 89791188 8884
3 73584794 -1
2 6059 89792600
2 4174 14080837
2 979 8273942
2 6352 8222948
2 3270 85133521
2 3570 85084223
2 4232 4266822
2 3733 4219272
2 6355 38301815
2 4933 38351097
2 9743 69692696
2 361 69649043
3 80789957 2089
3 68517123 -1
2 9728 80786138
2 8925 80390109
2 3133 80443107
2 4735 30984129
2 2620 31031248
2 5803 48509368
2 532 48462191
2 1715 10370798
3 42621851 9714
2 463 42626476
2 7654 42646168
3 31451530 -1
2 2075 42602383
2 3486 10415930
3 39695997 7642
3 74454271 8853
2 5932 39696852
3 14503481 -1
2 9479 74453958
2 1673 39673709
2 7224 39721478
2 86 70429812
2 9008 70379479
3 25568387 -1
2 7272 95484287
2 3831 95240037
2 7414 95286804
3 39058438 9935
3 44826851 -1
2 2202 39061612
2 9824 86762625
3 30634912 9138
2 348 30639307
3 54350674 -1
2 8251 22718276
2 6642 22673429
2 2967 57925174
2 61 57975854
2 3807 59004359
2 1070 52316554
2 1792 52270108
2 3402 90504977
2 6074 90453993
3 35380996 7826
3 34867370 2449
2 7843 34853528
2 5272 35382273
2 8189 30928428
2 7735 30882504
3 35650981 -1
3 37526831 -1
2 9551 36987706
2 8436 36938023
3 5875834 5034
2 7011 5874846
2 1589 50263930
2 3054 50217498
2 4691 91725436
2 637 91775779
2 2290 78740765
3 71548990 8097
2 1066 71552506
2 7119 78787567
2 9667 87031157
2 8099 87082347
2 349 41726824
3 52413466 3787
2 6102 52412309
2 1065 41773731
3 37158662 8626
2 5177 37160386
2 9339 33858173
3 12039130 -1
2 884 33815618
2 6177 42307206
3 20449140 9624
2 2785 20452559
2 6717 20474669
2 2396 20428678
2 8402 42354973
2 4055 53637417
2 9921 53584345
2 4798 75272735
2 4701 75223267
2 2119 37478496
3 59220874 5372
3 59125740 7822
3 20797987 3711
2 1684 59128232
2 3023 59222048
3 33398465 -1
2 8361 20795586
2 4970 59150682
2 5058 59102452
3 86762625 9824
2 1580 59246842
2 9981 59194497
3 7413870 8915
2 6143 7415256
2 6501 86764287
2 7221 94118272
2 8235 94071730
2 2037 53687177
2 3336 42114740
2 5005 42162027
2 444 81278270
2 8001 81322127
2 7152 55441823
2 6604 33517663
3 44188687 2738
2 8741 44197312
3 62702504 5947
3 81785678 7141
2 552 81788972
2 3041 62703957
2 7711 81808936
3 57171329 5955
3 33355156 -1
2 7520 81761944
2 8881 57170429
3 62495631 4517
3 65743553 8273
2 1922 62497049
2 9201 65743089
3 32226167 8023
2 9286 32225605
2 598 33568132
2 7007 55395733
2 3089 14178967
3 11566994 6134
2 6548 11566787
2 5097 14227178
3 91919185 5529
2 5737 91919081
2 6259 93776589
3 70628724 -1
2 7164 93822950
2 2725 28787263
3 23993557 5355
2 7715 23981880
2 1523 28736208
2 906 82203690
2 850 82154420
2 5764 52168072
2 5341 52214496
2 7444 98901610
2 441 4660687
3 81713155 1346
2 8707 81709475
3 91608143 -1
3 74896307 4907
2 5757 74884257
2 9004 15053441
2 3323 15107382
2 2348 54614993
3 36208920 7722
3 91855466 -1
2 3813 36210874
2 3410 54565618
3 75787690 5965
3 10879861 8530
2 7226 10880513
2 3728 75788808
2 7762 48652275
2 9455 11885775
2 1384 89675708
2 9152 89720455
2 2848 99000420
3 91750043 3793
3 32081699 3080
3 98436841 8349
2 6912 98447333
2 8137 91748884
2 4163 32080083
2 4240 98950112
2 7040 30732874
2 3312 26246572
2 9183 32009017
3 42646168 7654
2 9945 42645022
3 26757287 5802
2 8541 26755948
3 60151185 4754
3 18985098 7689
2 9482 18984205
2 6589 60157126
2 5001 31962954
2 9140 90750906
3 63673951 -1
3 46091764 7033
2 1859 46104636
2 9459 90796843
2 5707 94407208
3 17134886 9403
2 2130 17138522
2 1239 17162777
2 9511 17111022
2 2679 8565950
2 972 94363143
2 7593 8512197
2 6000 40547380
2 3372 84546208
2 5863 84497091
2 4534 31670898
2 4204 31721390
2 3486 7197376
2 3478 7245894
2 1232 46851657
3 17211938 -1
3 49412453 4150
2 8942 49398408
2 9085 46800979
2 932 15744512
3 4728751 8361
2 3308 4730966
3 7543787 -1
2 2717 15793298
2 7084 12955588
3 9321108 6595
2 7853 9320020
3 79244891 8248
2 1997 79248017
3 29883339 2634
2 5676 29870588
3 45017925 3872
2 9628 45015088
2 8335 79220468
2 9479 79268655
2 2938 13008351
3 99443208 -1
2 7257 13496878
3 40333706 1995
2 5187 40331497
2 8692 13545864
2 4952 65498362
2 9249 65545769
2 7070 43033335
2 1061 56077682
3 22966215 6329
2 1746 22968506
3 33076782 8525
2 6739 33077675
2 3041 56125782
2 4522 42988714
2 9547 88405845
3 81350365 -1
2 2406 88360199
2 1055 49685615
2 2527 49632942
2 5341 60226674
3 93579377 7379
2 306 93582914
2 532 38158109
2 9246 55680550
3 18035402 8626
2 1027 18039201
3 2326786 8231
2 3050 2328939
2 5763 39821044
2 7322 39769431
2 4743 76488728
2 8896 76537007
3 66672469 -1
3 42576998 3367
2 8437 42563503
2 3804 41918947
2 3664 41968681
2 1789 89183720
2 6861 89232718
3 95556885 9405
2 2888 95560144
2 9042 95533417
2 9620 95580428
2 2891 87578080
2 6677 3879477
3 59194497 9981
2 8861 59195057
3 49851524 2276
2 9256 3830573
2 8533 43381058
2 4476 43431271
3 24094097 3055
2 2797 24094226
2 132 34063231
2 9506 64029705
2 9483 46358463
3 42873954 -1
2 4904 3733780
2 8376 3778956
2 3525 46312986
2 3922 29758985
2 1765 29711075
2 5311 29809547
2 4863 56413116
3 8512197 7593
3 97323609 -1
3 35552876 -1
2 4618 8513685
2 1844 56368086
2 6405 10708406
2 3336 10755780
2 7968 91235347
2 8779 91283273
2 60 9931687
2 9320 9880576
2 2391 25415398
2 7315 25460470
2 5435 71354711
3 71894590 3561
2 4193 71894274
3 11786062 9215
2 2350 11788616
2 9684 89569190
2 2612 71310417
2 9338 47480634
2 6675 47534105
2 9156 6217498
2 5935 65400934
3 81566829 7124
2 16 81570383
2 5757 65352433
2 5783 37429065
2 3503 84648311
2 700 84601505
2 4921 35867083
2 4688 69157584
2 1240 69206499
2 4933 35815441
2 8665 61297842
2 5072 61250257
2 1480 96462794
2 5813 37331616
3 55956558 2403
3 70844300 8250
3 70260428 -1
2 4145 70846353
2 2307 55967133
2 3542 70822055
3 92828519 -1
3 3279884 7069
2 5876 3280481
2 7656 70869196
2 2044 37380700
2 391 96415044
3 18304486 9793
2 9650 18304558
2 3671 35034127
2 1014 24434406
2 4022 24480821
3 92509205 -1
2 716 33226911
3 55803295 9104
3 58105684 -1
3 25054746 -1
2 262 55807124
3 50829092 -1
2 9753 55826097
3 34346794 8991
2 6764 55780155
2 2563 34350008
3 71898467 -1
2 4603 33276175
2 4371 25998975
2 6598 26046377
2 7327 64229364
2 1787 19208570
2 2645 19159919
2 756 45579678
2 3015 45531600
2 2545 75414948
3 82177067 4854
2 6422 82176269
2 7888 90651062
3 95385539 9679
2 6640 95387058
2 457 90701113
3 16747307 -1
2 1271 57492818
2 4978 57440405
2 2581 58219964
3 54593950 -1
2 2452 58266503
2 7842 74624846
2 1053 74678730
2 4680 88111785
2 33453 88146313
2 8433 56221019
3 82298720 3575
2 2597 82299209
3 4291264 7198
3 79639214 5948
3 78740765 2290
2 6454 79638961
2 2724 4294760
2 4922 78739449
2 4651 56173601
2 7352 32303115
2 2566 84988085
2 7861 85035127
2 8648 4704583
2 212 4756226
2 7439 23063853
2 673 23115898
3 60003770 8196
2 1536 60006968
3 25598936 5114
2 7377 25597804
3 69036571 5850
2 14950938 -1
2 2379 69038490
2 1871 69014919
3 39308664 4484
2 8778 39306517
2 1561 69062724
2 5182 57828950
2 9279 57876615
2 657 66476914
2 4707 89967322
2 2735 66425445
3 36623952 6793
2 4719 36624368
2 4450 48221036
3 40232683 6076
2 3421 40223585
2 9650 48169678
2 689 53539633
2 1150 84203129
3 75438309 4966
2 7259 75448587
3 85178232 9326
3 61816494 -1
2 5111 85180339
2 3237 84249335
2 4516 34106892
2 9459 34155091
2 8800 10025778
3 9320020 7853
2 1820 9323036
